Id,PostTypeId,AcceptedAnswerId,AccAnsTime,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
1834233,1,1834363,2009-12-02 17:07,,2009-12-02 16:47,,4,3476,"<p>I'm using the code snippet below to create a JFormattedTextField. When entering values via the GUI text field the formatting works as expected. However, when I programmatically set the value the formatting does not occur. How can I force this to occur?</p>

<pre><code>JFormattedTextField myTextField = new JFormattedTextField(new DecimalFormat(""#0.###""));
// Formatting Does Not Occur
myTextField.setText(""555.55555"");
</code></pre>
",21410,,,,,2009-12-02 17:58,Setting Text in a JFormattedTextField,<java>,2,0,,,
1842716,1,1842731,2009-12-03 20:34,,2009-12-03 20:32,,3,1504,"<p>I have a class called Technician</p>

<pre><code>   public class Technician {
     private String empLName;
     private String empFName;
     private int empId;
   //I skipped all setters and getters      
  }
</code></pre>

<p>In other class I retrieve all technicians names and load them into the array list.</p>

<pre><code>   Technician empl = new Technician();
   ArrayList &lt;Technician&gt; employees = new ArrayList&lt;Technician&gt;();
   //...skip code related to database
   // rs is ResultSet

      while (rs.next()){

          empl.setEmpFName(rs.getString(""EMP_LNAME""));
          empl.setEmpLName(rs.getString(""EMP_FNAME""));
          empl.setEmpId(rs.getInt(""EMP_ID""));
          employees.add(empl);
       }
</code></pre>

<p>When I debug I see correct values being retrieved from database. 
At first iteration of the while loop my empl object gets a value of 
the first employee in the database and it is being stored in employees ArrayList.
At second iteration, the first object in employees ArrayList gets overwritten with the value of the second employee. Thus, I have two employees in my ArrayList with the same lastname , first name. 
At the third iteration, the same story, two employees in employees ArrayList are overwritten with 
value of the third employee from the database.</p>

<p>I would appreciate if any suggestions how to fix my code.
Thanks, </p>
",85682,,,,,2009-12-03 20:41,arraylist with objects does not hold the values,<java>,4,1,,,
1855753,1,1855774,2009-12-06 16:08,,2009-12-06 16:00,,4,21556,"<p>I'm trying to read some numbers (double) from a file and store them in an ArrayList and an array (yes, I need both) with the code below:</p>

<pre><code>try {
    Scanner scan = new Scanner(file).useDelimiter(""\\s*\\n"");

    while(scan.hasNextDouble())
    {
        tmp.add(scan.nextDouble());
    }

    Double[][] tmp2 = new Double[tmp.size()/2][2];
    int tmp3 = 0;
    for(int i = 0; i &lt; tmp.size()/2; i++)
    {
        for(int j = 0; j &lt; 2; j++)
        {
            tmp2[i][j] = tmp.get(tmp3);
            tmp3++;
        }
    }

} catch (FileNotFoundException e1) {
    e1.printStackTrace();
}
</code></pre>

<p>}</p>

<p>The file I'm trying to read is:</p>

<pre><code>0.0 0.0
0.023 0.023
0.05 0.05
0.2 0.2
0.5 0.5
0.8 0.8
0.950 0.950
0.977 0.977
1.0 1.0</code></pre>

<p>But well my code doesn't work, the hasNextDouble() function doesn't find anything, what am I doing wrong?</p>

<p>EDIT: ok so I edited the source a bit (changed from Object[][] to Double[][]) and added inserting values into the array after they were inserted into the ArrayList, but it still doesn't work - the 'while' loop isn't executed a single time.</p>
",217019,,217019,,2009-12-06 16:39,2014-09-04 8:33,Reading double values from a file,<java>,4,7,,,
1866198,1,1866318,2009-12-08 11:15,,2009-12-08 10:55,,-1,1002,"<p>I'm trying to get the program to let me enter a users name and then a mark and display the average. This is what I've tried:</p>

<pre><code>// Calculate Students Average of series of exam marks stored in an array
import uulib.GUI;

public class ExamMarks {

  public static void main(String[] args) {

    final int SIZE = 10;

    int[] marks = new int[SIZE];

    double total, average;

    String[] names = new String[]{""""};


    // Read marks into array
    {
      String name;
      name = GUI.getString(""Enter your name"");
      GUI.show(""Names""); 
    }

    for(int i=0; i&lt;marks.length; i++) {
        marks[i] = GUI.getInt(""Enter mark "" + (i+1));
    }

    total = 0;
    // calculate average mark
    for(int i=0; i&lt;marks.length; i++) {
        total = total + marks[i];
    }

    average = total/SIZE; 
    GUI.show(""Average mark is "" + average);
 }

}
</code></pre>

<p>I want it to ask for a name and then a mark ten times, and finally show the average. But it is only asking me for one name, after which it asks me for ten marks and gives me an average of these.</p>
",227062,,811,,2009-12-10 0:17,2009-12-10 0:17,Why doesn't my exam mark averaging code work?,<java>,1,7,,,2009-12-10 0:20
1876192,1,1876503,2009-12-09 20:08,,2009-12-09 19:22,,0,1266,"<p>I have a small java program that searches the contents of all *.txt files in a folder for a specific string.</p>

<p>Example of my problem:</p>

<ol>
<li>Enter string to find:</li>
<li>Enter string to find: 6570</li>
<li>Enter string to find: 6570<br>
Found 2 time(s) in kyle.txt!<br>
Found 2 time(s) in kylezz.txt!<br>
Press any key to continue . . .</li>
</ol>

<hr>

<p>The problem:</p>

<p>It is searching for 6570 however I pickup results for values like this with that string:</p>

<pre>
11111116570111111
657011111
111116570
6570
</pre>

<hr>

<p>Question:  I want to search for only an exact string, eg:""6570"". how can I make it return <strong>only</strong> the exact value of 6570?  I do not want any extra characters at the beginning or end, only the exact value.</p>

<p>Here is my code:</p>

<pre><code>import java.io.*;
import java.util.*;

public class FileScanner {

    public static void main(String args[]) {

        System.out.print(""Enter string to find: "");
        Scanner sc = new Scanner(System.in);
        find(sc.nextLine());

    }

    public static void find(String delim) {
        File dir = new File(""files"");
        if (dir.exists()) {
            String read;
            try {
                File files[] = dir.listFiles();
                for (int i = 0; i &lt; files.length; i++) {
                    File loaded = files[i];
                    if (loaded.getName().endsWith("".txt"")) {
                        BufferedReader in = new BufferedReader(new FileReader(
                                loaded));
                        StringBuffer load = new StringBuffer();
                        while ((read = in.readLine()) != null) {
                            load.append(read + ""\n"");
                        }
                        String delimiter[] = new String(load).split(delim);
                        if (delimiter.length &gt; 1) {
                            System.out.println(""Found ""
                                    + (delimiter.length - 1) + "" time(s) in ""
                                    + loaded.getName() + ""!"");
                        }
                    }
                }
            } catch (Exception e) {
                e.printStackTrace();
            }
        } else {
            System.out.println(""error: dir wasn't found!"");
        }
    }
}
</code></pre>

<p>Thanks guys I really hope you can help me with my programming problem.  I've been trying to fix it for about a month now and now I'm asking for help.</p>
",228232,,228208,,2015-12-16 21:19,2015-12-16 21:19,Searching for exact match is returning substrings.,<java>,5,1,,,
1890732,1,1890754,2009-12-11 20:42,,2009-12-11 20:37,,0,61,"<p>I want to print out the result of calcWork() in printReport() but I keep getting 0.0 Is there a problem with setting work = this.totalWork;?</p>

<pre><code>public class CarnotEngine {
  public double n = 10;
  public double R = 4;
  public double Th = 8;
  public double Tc =2;
  public double Va = 4;
  public double Vb = 3;
  public double totalWork;
  public double highTemp, lowTemp;
  public double efficientcy;


public CarnotEngine(double highTemp, double lowTemp ){
    this.highTemp = highTemp;
    this.lowTemp = lowTemp;
}



public double calcWork(){
    double Qh;
    double work;
    Qh = (n*R*highTemp)*log(Vb/Va);
    work =(1-lowTemp/highTemp)*Qh;
    work = this.totalWork;
    return work;


}

    public void printReport() {
    System.out.println(""Simulation Result for Carnot Engine"");
    System.out.println(""work done"" + totalWork );

    public static void main(String[] args) {
         CarnotEngine carengine = new  CarnotEngine(500, 200);
     carengine.calcWork();
     carengine.calcEfficientcy();
     carengine.printReport();


   }
}   
</code></pre>
",148636,,131368,,2009-12-11 20:44,2009-12-11 20:46,Problem with a data member(field) in Java and priting it out? how to properly implement?,<java>,4,0,,,
1913286,1,1913367,2009-12-16 9:19,,2009-12-16 9:00,,1,1389,"<p>I am animating a series of images in java. So far I able to animate without any problem. The problem occur only when I add in control(Start, Stop, etc..). When I press Start in my GUI the GUI does not show the animation only the last frame is shown after the animation has ended.</p>

<p>I not sure is it the threading problem or a painting problem, as I have tried a few methods and none of them worked.</p>

<p>Following is my code:</p>

<p><code> 
public class SwingAnimation extends JPanel implements ActionListener {</p>

<pre><code>protected JFrame frame;
protected JLabel lblDisplay;
protected JButton BtnStart, BtnStop, BtnPause;
protected JCheckBox chkLoop;
protected Thread th;

public static void main(String[] args) {
    SwingAnimation sa = new SwingAnimation();
}

public SwingAnimation() {
    frame = new JFrame(""Animation"");
    Panel panel = new Panel();

    lblDisplay = new JLabel();
    BtnStart = new JButton(""Start"");
    BtnStop = new JButton(""Stop"");
    BtnPause = new JButton(""Pause"");
    chkLoop = new JCheckBox(""Loop"");

    BtnStop.setEnabled(false);
    BtnPause.setEnabled(false);

    BtnStart.setActionCommand(""start"");
    BtnStop.setActionCommand(""stop"");
    BtnPause.setActionCommand(""pause"");

    panel.add(lblDisplay);
    panel.add(BtnStart);
    panel.add(BtnPause);
    panel.add(BtnStop);
    panel.add(chkLoop);
    frame.add(panel, BorderLayout.CENTER);
    frame.setSize(400, 400);
    frame.setVisible(true);
    frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);

    //set the frame in the center of the screen
    Dimension screensize = Toolkit.getDefaultToolkit().getScreenSize();
    int screen_x = (screensize.width - frame.getWidth()) / 2;
    int screen_y = (screensize.height - frame.getHeight()) / 2;
    frame.setLocation(screen_x, screen_y);

    BtnStart.addActionListener(this);
    BtnStop.addActionListener(this);
    BtnPause.addActionListener(this);
    chkLoop.addActionListener(this);
    th = new Thread();
    //ImageAnimator();
}

public void ImageAnimator() {
    try {
        for (int i = 0; i &lt;= 299; i++) {
            ImageIcon images = new ImageIcon(""C:\\Users\\Desktop\\Images\\Snap"" + i + "".jpg"");
            lblDisplay.setIcon(images);
            th.sleep(25);
        }
    } catch (InterruptedException e) {
    }
}

public void actionPerformed(ActionEvent e) {
    if (""start"".equals(e.getActionCommand())) {
        BtnStart.setEnabled(false);
        BtnStop.setEnabled(true);
        BtnPause.setEnabled(true);
        lblDisplay.setVisible(true);
        ImageAnimator();
    } else if (""stop"".equals(e.getActionCommand())) {
        BtnStart.setText(""Start"");
        BtnStart.setEnabled(true);
        BtnStop.setEnabled(false);
        BtnPause.setEnabled(false);
        lblDisplay.setVisible(false);
        th = null;
    } else if (""pause"".equals(e.getActionCommand())) {
        BtnStart.setText(""Resume"");
        BtnStart.setEnabled(true);
        BtnStop.setEnabled(true);
        BtnPause.setEnabled(false);
    }
}
</code></pre>

<p>}
</code></p>
",184777,,,,,2015-01-22 22:19,Animating a series of images,<java>,2,1,,,
1917509,1,1917593,2009-12-16 20:48,,2009-12-16 20:37,,0,2953,"<p>Hi I am trying to access an array and show it in a dropdown list using joptionpane. I have it sort of working using:</p>

<pre><code>for (int i = 0; i &lt; data.length; r++)
{

    Object list = JOptionPane.showInputDialog(null, ""Select Code"",
    ""Code"", JOptionPane.QUESTION_MESSAGE, null, data[i][0], data[0][0]);
}
</code></pre>

<p>This brings up a dropdown list...but with only one piece of data and displays it about 5times (array length). How could I get this to display each data just in one dropdown?</p>

<p>Edit - Forgot to say when using data[i][0] it brings an error, as it only lets me use data[i] ? - ""cannot find symbol""</p>

<p>Thanks</p>
",99329,,99329,,2009-12-16 20:43,2009-12-16 21:07,array in joption pane dropdown - Java?,<java>,2,0,,,
1947326,1,1947516,2009-12-22 16:33,,2009-12-22 16:05,,1,2473,"<p>I'm trying to execute this code from the <a href=""http://htmlunit.sourceforge.net/gettingStarted.html"" rel=""nofollow noreferrer"">HTMLUnit tutorial</a>:</p>

<pre><code>final WebClient webClient = new WebClient();
final HtmlPage page = webClient.getPage(""http://htmlunit.sourceforge.net"");
</code></pre>

<p>but I get the MalformedURLException in the second line when saving it in Eclipse (if I compile and run the code, I get it too). What's the problem? TIA</p>

<p>PS: I'm new to Java</p>

<p><strong>Up:</strong></p>

<p>Here's the stack trace:</p>

<pre><code>Exception in thread ""main"" java.lang.NoClassDefFoundError: org/apache/commons/httpclient/auth/CredentialsProvider
    at Tester.main(Tester.java:12)
Caused by: java.lang.ClassNotFoundException: org.apache.commons.httpclient.auth.CredentialsProvider
    at java.net.URLClassLoader$1.run(Unknown Source)
    at java.security.AccessController.doPrivileged(Native Method)
    at java.net.URLClassLoader.findClass(Unknown Source)
    at java.lang.ClassLoader.loadClass(Unknown Source)
    at sun.misc.Launcher$AppClassLoader.loadClass(Unknown Source)
    at java.lang.ClassLoader.loadClass(Unknown Source)
    at java.lang.ClassLoader.loadClassInternal(Unknown Source)
    ... 1 more
</code></pre>
",123927,,123927,,2009-12-22 17:19,2013-07-11 9:47,Java HTMLUnit MalformedURLException,<java>,3,0,,,
1957409,1,,,,2009-12-24 8:38,,0,1059,"<p>This is the code i had written to save the data into the openoffice database.
but its giving error.i m not understanding y it is appearing.</p>

<pre><code>package coop.data;
import java.sql.*;
/**
 *
 * @author spk
 */
public class Connectionsetting {

    private static Connection con;

    private static Statement sm;

    private static ResultSet rs;

    public static void close()
    {
        try
        {
            sm.close();
            con.close();
        }
        catch(Exception e)
        {
            e.printStackTrace();
        }
    }

    public void connection() {
       String db_file_name_prefix = ""/home/spk/Desktop/CooperHr/mydb.odb"";
/*
    If required change the file name if you are working in windows os
  connection is in work

 */
        try {
            Class.forName(""org.hsqldb.jdbcDriver"");
            System.out.println(""Driver Found"");
            con=DriverManager.getConnection(""jdbc:hsqldb:file""+db_file_name_prefix,""sa"", """");
            System.out.println(""Connection Eshtablished"");
           // con.setAutoCommit(false);
            sm=con.createStatement();
       // sm = con.createStatement(ResultSet.TYPE_SCROLL_SENSITIVE,ResultSet.CONCUR_UPDATABLE);
        } catch (Exception e) {
           e.printStackTrace();
        }
    }

    public static int executeupdate(String query) {
        //Execute &amp; update block insert, update, delete statements
        int bool = 0;
        try {
                bool=sm.executeUpdate(query);
            } catch (Exception e) {
                e.printStackTrace();
            }

            return bool;
        }

    public ResultSet executeQuery(String query) {
        //Block Returns single resultset,,,sql statements such as sql select
        ResultSet rs=null;
        try {
            rs = sm.executeQuery(query);
        } catch (Exception e) {
            e.printStackTrace();
        }
        return rs;
    }
    public boolean checkTableStatus(String tblName) {
        String sql = ""selec * from cat"";

        ResultSet rs=null;

        boolean status = false;

        int i = 0;

        String allTableNames[] = new String[20];
        try {
            connection();
            rs = sm.executeQuery(sql);
            while (rs.next()) {

                allTableNames[i] = rs.getString(0);
                i++;

                if (allTableNames[i].equals(tblName)) {
                    status = true;
                    break;
                } else {
                    status = false;
                    break;
                }
            }

        } catch (Exception e) {
            e.printStackTrace();
        }
        return status;
    }
  public static void main(String []args)
    {
      String query,s1,s2,s3,s4,s5,s6,s7,s8;
       Connectionsetting cn=new Connectionsetting();
       cn.connection();
       s1=""same"";
       s2=""sam"";
       s3=""923847"";
       s4=""sam"";
       s5=""sam"";
       s6=""sam"";
       s7=""sam"";
       s8=""R01"";
       query=""insert into Agency_Master values(""+s1+"",""+s2+"",""+s3+"",""+s4+"",""+s5+"",""+s6+"",""+s7+"",""+s8+"")"";
       cn.executeupdate(query);



    }

}
</code></pre>

<p>This is the error..I m getting it when i trying to save the data into the database
Can any one plz tell me where i m wrong.</p>

<p>Thank you.</p>

<p>run:</p>

<pre>
Driver Found
Connection Eshtablished
java.sql.SQLException: user lacks privilege or object not found: AGENCY_MASTER
        at org.hsqldb.jdbc.Util.sqlException(Util.java:200)
        at org.hsqldb.jdbc.JDBCStatement.fetchResult(JDBCStatement.java:1805)
        at org.hsqldb.jdbc.JDBCStatement.executeUpdate(JDBCStatement.java:205)
        at coop.data.Connectionsetting.executeupdate(Connectionsetting.java:52)
        at coop.data.Connectionsetting.main(Connectionsetting.java:116)
Caused by: org.hsqldb.HsqlException: user lacks privilege or object not found: AGENCY_MASTER
        at org.hsqldb.Error.error(Error.java:76)
        at org.hsqldb.SchemaManager.getTable(SchemaManager.java:510)
        at org.hsqldb.ParserDQL.readTableName(ParserDQL.java:4367)
        at org.hsqldb.ParserDML.compileInsertStatement(ParserDML.java:64)
        at org.hsqldb.ParserCommand.compilePart(ParserCommand.java:132)
        at org.hsqldb.ParserCommand.compileStatements(ParserCommand.java:83)
        at org.hsqldb.Session.executeDirectStatement(Session.java:1037)
        at org.hsqldb.Session.execute(Session.java:865)
        at org.hsqldb.jdbc.JDBCStatement.fetchResult(JDBCStatement.java:1797)
        ... 3 more
BUILD SUCCESSFUL (total time: 0 seconds)
</pre>
",682281,,50447,,2009-12-24 8:40,2009-12-24 14:22,Not Able to give previleges...Openoffice error,<java>,2,0,,,
1961129,1,1961130,2009-12-25 12:57,,2009-12-25 12:55,,3,1650,"<p>I want to copy F:\test to folder F:\123 so that I have folder F:\123\test.</p>

<p>In test folder I hava 2 files: input and output.java
But I can not do that erro is: <strong>F\123\test\output.java (The system cannot find the path specified)</strong></p>

<p>Here is my code:</p>

<pre><code>    Constant.fromPath = ""F:\\test""
    Constant.toPath = ""F\\123\\test"";
    File source = new File(Constant.fromPath);
    File destination = new File(Constant.toPath);

    try
    {
        copyFolder(source, destination);

    }
    catch(Exception ex)
    {
        System.out.println(ex.getMessage());
    }
</code></pre>

<p>Here is copyFolder function</p>

<pre><code> public static void copyFolder(File srcFolder, File destFolder) throws IOException
{
    if (srcFolder.isDirectory())
    {
        if (! destFolder.exists())
        {
            destFolder.mkdir();
        }

        String[] oChildren = srcFolder.list();
        for (int i=0; i &lt; oChildren.length; i++)
        {
            copyFolder(new File(srcFolder, oChildren[i]), new File(destFolder, oChildren[i]));
        }
    }
    else
    {
        if(destFolder.isDirectory())
        {
            copyFile(srcFolder, new File(destFolder, srcFolder.getName()));
        }
        else
        {
            copyFile(srcFolder, destFolder);
        }
    }
}

public static void copyFile(File srcFile, File destFile) throws IOException
{
        InputStream oInStream = new FileInputStream(srcFile);
        OutputStream oOutStream = new FileOutputStream(destFile);

        // Transfer bytes from in to out
        byte[] oBytes = new byte[1024];
        int nLength;
        BufferedInputStream oBuffInputStream = new BufferedInputStream( oInStream );
        while ((nLength = oBuffInputStream.read(oBytes)) &gt; 0)
        {
            oOutStream.write(oBytes, 0, nLength);
        }
        oInStream.close();
        oOutStream.close();
}
</code></pre>

<p>Pls help me to fix my bug.</p>
",231099,,,,,2009-12-25 15:39,Copy folder and its files to another location,<java>,2,0,1,,
1961686,1,1961697,2009-12-25 18:52,,2009-12-25 18:47,,0,157,"<p>I know I'm missing something basic. I'm trying to dynamically compile a class and then reload it after a change. The following code works. However, when I call it twice (once after changing the .java), the class definition does not update. What am I missing?</p>

<pre><code>File file = new File(""/eraseme/Eraseme.java"");
File[] files = new File[] {file};
JavaCompiler compiler = ToolProvider.getSystemJavaCompiler();           
StandardJavaFileManager fileManager = compiler.getStandardFileManager(null, null, null);
Iterable&lt;? extends JavaFileObject&gt; compilationUnits = fileManager.getJavaFileObjects(files);
CompilationTask task = compiler.getTask(null, fileManager, null, null,null,compilationUnits);
boolean madeIt = task.call(); // works

File classFile = new File(""/eraseme/Eraseme.class"");
URL url = classFile.toURL();
URL[] urls = new URL[] { url };
ClassLoader cl = new URLClassLoader(urls);      
Class cls = cl.loadClass(""Eraseme"");
TestApi test = (TestApi) cls.newInstance();
System.out.println(test.getVersion());
</code></pre>
",8047,,,,,2009-12-25 19:34,Why Isn't My Class Reloading?,<java>,1,1,1,,
1978445,1,2018864,2010-01-07 7:29,,2009-12-30 4:36,,8,81408,"<p>In my project I have 2 packages.
<strong>images</strong> - contain images and 
<strong>notification</strong> - contain java files</p>

<p>In notification/main.java I get Image object from  image using this code</p>

<pre><code>Image image = Toolkit.getDefaultToolkit().getImage(""/images/key-16x16.png"");
</code></pre>

<p>and I can't get image.</p>

<p>How can I fix this bug.</p>
",231099,,231099,,2009-12-31 8:17,2016-05-05 9:35,Get image from relative path,<java>,8,0,7,,
1986925,1,1986936,2009-12-31 20:10,,2009-12-31 20:06,,2,761,"<p>Hey guys, got a problem with a question.</p>

<p>Question : Write a declaration for a variable people that could be used to refer to an Array of objects of type Person</p>

<p>My answer:</p>

<pre><code>public people[];
people = new Person [100];
</code></pre>

<p>But I am getting an error saying it is wrong. What am I doing wrong?</p>

<p>PS. I also tried <code>public people[] = new Person [100]</code></p>

<p>The error that I am receiving is this:</p>

<pre><code>Main.java:5: &lt;identifier&gt; expected
public people[];
               ^

Main.java:6: &lt;identifier&gt; expected
people = new Person [100];
       ^

2 errors
</code></pre>

<p>The output should have been: If it wasn't correct it won't have compiled</p>

<p>This is what was actually produced: Exception in thread ""main"" java.lang.NoClassDefFoundError: Main`</p>
",228390,,125844,,2009-12-31 20:14,2009-12-31 20:37,Declaring array variables,<java>,5,0,,2013-06-09 19:00,
1991380,1,,,,2010-01-02 11:44,,308,423269,"<p>What function does the <code>^</code> (caret) operator serve in Java?</p>

<p>When I try this:</p>

<pre><code>int a = 5^n;
</code></pre>

<p>...it gives me:</p>

<blockquote>
  <p>for n = 5, returns 0<br>
  for n = 4, returns 1<br>
  for n = 6, returns 3  </p>
</blockquote>

<p>...so I guess it doesn't perform exponentiation. But what is it then?</p>
",242272,,839689,,2016-02-28 3:06,2021-05-01 8:32,What does the ^ operator do in Java?,<java>,18,5,86,,
2011573,1,2011582,2010-01-06 7:58,,2010-01-06 7:56,,1,730,"<p>I'm new to java and having problems with getting input. 
This is my code which seems to get the first input as required, but then skips the next two ""read"" function calls?</p>

<p>Any suggestions?</p>

<pre><code>     //  open up standard input
      BufferedReader br = new BufferedReader(new InputStreamReader(System.in));

    int battMax, battMin, numNodes=0;
    System.out.print(""Enter minimum battery level:"");
    try {
         battMin = br.read();
    } catch (IOException e1) {
        // TODO Auto-generated catch block
        e1.printStackTrace();
    }
    System.out.print(""Enter maximum battery level:"");
     try {
        battMax = br.read();
    } catch (IOException e1) {
        // TODO Auto-generated catch block
        e1.printStackTrace();
    }
    System.out.print(""Enter number of nodes required:"");
     try {
        numNodes = br.read();
    } catch (IOException e1) {
        // TODO Auto-generated catch block
        e1.printStackTrace();
    }
</code></pre>
",99213,,,,,2010-01-06 8:44,Simple java input problem,<java>,3,0,,,
2012089,1,2012096,2010-01-06 10:01,,2010-01-06 9:59,,1,121,"<pre><code>byte[] b1 = null;
byte[] b2 = null;

System.out.println(b1 + b2);    // 1
System.out.println("""" + b1 + b2); // 2
</code></pre>

<p>if I uncomment 1 it's giving compilation error.<br>
if I uncomment 2 it's printing nullnull;</p>

<p>so what's happening here?</p>
",241717,,1033581,,2018-10-17 3:14,2018-10-17 3:14,What's happening with those concatenations in Java?,<java>,5,0,,,
2012643,1,2012676,2010-01-06 11:49,,2010-01-06 11:45,,0,122,"<p>I have an <code>@Test</code> method with invocationCount=3.</p>

<p>Each time this method is run, there is a call for preparing some doc into another method.</p>

<p>All it's working GREAT when the <code>@Test</code> is run for the 1st time.</p>

<p>The doc is succesfully found and loaded:</p>

<pre><code>final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());
</code></pre>

<p>BUT, at the 2nd and 3rd invocation, i receive a null exception:</p>

<pre><code>this.getClass().getResource(""/documents-template-test.xml"")
</code></pre>

<p>is no longer found.</p>

<p>Can anyone explain me WHY? The original file is on the same place, nothing was moved
during the 1st time invocation...</p>
",174349,,4023,,2010-01-06 12:23,2010-01-06 12:23,get resource is null,<java>,1,0,,,
2013378,1,,,,2010-01-06 13:56,,-2,147,"<pre><code>import java.io.*;
import java.awt.*;
import java.awt.event.*;
import java.applet.Applet;
import java.awt.Graphics;
import java.awt.Color;


     public class MyGraphic5 extends java.applet.Applet implements ActionListener
     {

         boolean go =false;
            int x, oldx, y, oldy;
            double angle;

    Button drawButton =new Button(""Draw"");


         public void init()
        {
                add(drawButton);
                drawButton.addActionListener(this);
       }
     public void paint(Graphics screen)
       {
             resize(500,500);
             int x,y, oldx, oldy;
             double i=0;
             double a=0;
             double b=0;
             oldx=250;
             oldy=250;
             double ang=0;
             //oldx=(int)(a*Math.cos(i)+250);
             //oldy=(int)(b*Math.sin(i)+250);
             double angle;
             x=1;
           if (go==true)
           {
             for (i=0; i&lt;800; i=i+1)
             {
                //screen.drawOval(175-i,80,i*2+10,10+i); //(x1,y1,width,height)
                a=a+.5;
                b=b+.5;
                ang=ang+.8;
                x=(int)(a*Math.cos(ang)+250);
                y=(int)(b*Math.sin(ang)+250);
                screen.drawLine(x,y, oldx, oldy);
                oldx=x;
                oldy=y;
                pause(1);
             }

           }
       }
       public void actionPerformed(ActionEvent event)
       {

                Object source = event.getSource();
                if (source.equals(drawButton))
                {
                    System.out.println(""hi"");
                    go=true;
                    repaint();
                }

          }

       void pause(int time)
        {
               try {
                   Thread.sleep(time);
               } catch (InterruptedException e) { }
           }

     }
</code></pre>
",244738,,3333,,2010-01-06 13:58,2010-01-06 14:25,how to remove i/o exception from given code,<java>,2,4,,,
2016654,1,2016681,2010-01-06 22:15,,2010-01-06 22:11,,5,7849,"<p>I get this exception when i try to cast an Object array to a Long array. </p>

<blockquote>
  <p>Exception in thread ""main""
  java.lang.ClassCastException:
  [Ljava.lang.Object; cannot be cast to
  [Ljava.lang.Long;</p>
</blockquote>

<p>My keys in my hotelRooms map are Long, why it is not possible to cast. Does someone know how to solve this. </p>

<pre><code>public class ObjectArrayToLongArrayTest {

private Map&lt;Long, String[]&gt; hotelRooms;

public static void main(String[] args) {

    ObjectArrayToLongArrayTest objectArrayToLongArrayTest =
        new ObjectArrayToLongArrayTest();
    objectArrayToLongArrayTest.start();
    objectArrayToLongArrayTest.findByCriteria(null);

}

private void start() {
    hotelRooms = new HashMap&lt;Long, String[]&gt;();
    // TODO insert here some test data.

    hotelRooms.put(new Long(1), new String[] {
            ""best resort"", ""rotterdam"", ""2"", ""y"", ""129"", ""12-12-2008"",
            ""11111111""
    });

    hotelRooms.put(new Long(2), new String[] {
            ""hilton"", ""amsterdam"", ""4"", ""n"", ""350"", ""12-12-2009"", ""2222222""
    });

    hotelRooms.put(new Long(3), new String[] {
            ""golden tulip"", ""amsterdam"", ""2"", ""n"", ""120"", ""12-09-2009"",
            null
    });
}

public long[] findByCriteria(String[] criteria) {

    Long[] returnValues;

    System.out.println(""key of the hotelRoom Map"" + hotelRooms.keySet());
    if (criteria == null) {
        returnValues = (Long[]) hotelRooms.keySet().toArray();
    }

    return null;
}
}   
</code></pre>
",227998,,21234,,2010-01-06 22:12,2010-01-06 22:20,ClassCastException when casting object Array to Long array,<java>,2,1,1,,
2018247,1,,,,2010-01-07 4:43,,0,267,"<p>when i try run to execute java code it displays error. which i used to get xml type resultset from oracle using flowing method in java</p>

<pre><code> poxml = XMLType(rs.getOPAQUE(1));
</code></pre>

<p>it shows cannot find symbol  --- symbol  : method getOPAQUE(int)</p>

<p>any one  can suggest any other method for retrieving the xml resulset values from oracle </p>
",201732,,,,,2010-01-07 15:34,Getting Error On Xml resultSet in java,<java>,1,1,,,
